Taxable.Income,City.Population,Work.Experience,Undergrad_NO,Undergrad_YES,Marital.Status_Divorced,Marital.Status_Married,Marital.Status_Single,Urban_NO,Urban_YES
31458,118344,26,False,True,False,True,False,True,False
73411,143153,0,False,True,True,False,False,True,False
10329,140885,7,True,False,True,False,False,False,True
44947,28184,26,True,False,False,True,False,True,False
35610,121608,24,False,True,True,False,False,True,False
66564,111068,26,True,False,True,False,False,False,True
87348,73963,18,True,False,True,False,False,False,True
69098,178083,4,True,False,False,True,False,False,True
28449,125155,12,False,True,True,False,False,False,True
39277,97520,29,False,True,True,False,False,False,True
13747,64075,23,False,True,False,False,True,True,False
86652,63896,24,True,False,False,True,False,False,True
26741,176050,20,False,True,False,True,False,True,False
77634,101232,29,True,False,True,False,False,True,False
99325,73733,10,False,True,False,True,False,False,True
85651,114621,13,True,False,True,False,False,True,False
15296,137676,3,False,True,False,True,False,False,True
10348,122705,6,True,False,False,False,True,False,True
41395,121498,28,False,True,False,False,True,False,True
22258,63622,17,True,False,False,False,True,True,False
79583,37849,19,False,True,True,False,False,False,True
22187,77053,18,False,True,False,True,False,False,True
52495,114350,12,True,False,False,True,False,True,False
93078,46444,25,False,True,False,False,True,True,False
35072,50490,20,False,True,False,True,False,False,True
32662,91488,23,False,True,True,False,False,True,False
89250,76318,5,True,False,True,False,False,False,True
41641,174423,14,True,False,False,False,True,True,False
55873,46893,15,True,False,False,False,True,True,False
19169,58535,20,False,True,False,False,True,False,True
46629,52424,6,True,False,False,True,False,False,True
51927,120894,10,False,True,False,True,False,False,True
69224,178585,8,False,True,False,True,False,False,True
24557,32450,19,True,False,False,False,True,False,True
77762,164526,11,True,False,False,False,True,False,True
96355,193038,26,False,True,False,False,True,False,True
90910,100347,7,False,True,False,True,False,False,True
21945,197934,7,True,False,False,False,True,True,False
79357,78251,21,False,True,True,False,False,False,True
42784,132570,12,True,False,False,True,False,True,False
54638,96370,29,True,False,False,False,True,False,True
29944,199174,10,True,False,True,False,False,True,False
97318,47202,30,True,False,True,False,False,False,True
52022,135886,11,False,True,False,False,True,False,True
20391,86648,16,False,True,False,True,False,False,True
21016,140762,26,False,True,False,True,False,True,False
26679,79683,26,False,True,False,True,False,True,False
70682,139324,13,False,True,True,False,False,True,False
87326,155669,11,False,True,True,False,False,True,False
15853,195022,3,False,True,True,False,False,False,True
75501,93035,28,True,False,False,False,True,False,True
97984,100897,27,True,False,False,True,False,False,True
53378,65469,26,False,True,False,False,True,True,False
93458,87730,7,False,True,False,False,True,False,True
56501,174321,16,False,True,False,False,True,False,True
46955,67820,12,True,False,True,False,False,True,False
33492,86646,14,True,False,False,False,True,False,True
35832,190365,28,False,True,False,True,False,True,False
12470,75323,19,False,True,True,False,False,False,True
53981,53513,9,True,False,True,False,False,True,False
22773,115884,6,False,True,False,False,True,True,False
84691,155335,25,True,False,False,False,True,True,False
50087,86904,20,False,True,True,False,False,True,False
27877,93390,4,False,True,False,True,False,False,True
56647,194364,23,False,True,False,True,False,False,True
59419,122654,26,True,False,False,False,True,False,True
26783,154013,11,False,True,False,False,True,True,False
79453,156503,29,False,True,False,False,True,False,True
33962,197422,2,True,False,True,False,False,False,True
84429,57931,28,True,False,True,False,False,False,True
63057,163252,28,False,True,True,False,False,True,False
43128,197038,21,True,False,False,True,False,True,False
40220,49505,25,True,False,False,False,True,True,False
79700,161759,28,True,False,False,True,False,True,False
67083,109110,10,True,False,False,False,True,True,False
22054,91889,16,True,False,False,False,True,True,False
18192,114841,28,False,True,True,False,False,True,False
25222,82520,29,True,False,False,False,True,False,True
58635,139624,7,False,True,False,False,True,True,False
39114,125987,3,False,True,False,True,False,False,True
48738,115631,5,False,True,False,True,False,True,False
28496,163347,11,True,False,True,False,False,True,False
62209,28504,1,False,True,False,False,True,True,False
87677,79972,0,False,True,True,False,False,False,True
93659,185596,30,False,True,False,True,False,False,True
56503,177468,21,False,True,False,True,False,False,True
27081,91851,15,False,True,True,False,False,False,True
48779,153192,28,False,True,False,False,True,True,False
91304,38463,23,False,True,False,True,False,False,True
49520,73466,22,True,False,False,True,False,False,True
41117,194381,25,True,False,False,True,False,True,False
18199,167629,30,True,False,True,False,False,True,False
76992,76933,6,False,True,False,False,True,False,True
98588,143402,10,True,False,True,False,False,True,False
20719,103614,24,False,True,False,True,False,True,False
13068,52819,23,True,False,False,True,False,False,True
84835,105110,16,False,True,False,False,True,False,True
44795,149857,8,False,True,False,False,True,True,False
39052,57055,13,False,True,False,False,True,True,False
38704,75169,28,True,False,False,True,False,True,False
98416,31156,13,True,False,False,True,False,False,True
86958,85832,15,True,False,False,False,True,False,True
29222,192451,22,False,True,False,True,False,False,True
71357,149101,19,False,True,False,False,True,True,False
29543,36116,20,True,False,True,False,False,True,False
23855,89632,4,True,False,True,False,False,False,True
84836,39523,30,True,False,False,False,True,False,True
93307,70138,15,True,False,True,False,False,False,True
64614,92975,0,True,False,False,True,False,False,True
72949,166976,19,True,False,False,True,False,False,True
79211,59558,5,True,False,False,False,True,False,True
28707,137569,10,True,False,True,False,False,True,False
83229,189301,11,False,True,False,True,False,False,True
73620,90459,19,True,False,False,False,True,True,False
70819,176341,7,True,False,False,False,True,False,True
48313,126556,10,False,True,False,True,False,False,True
37481,198213,25,False,True,False,True,False,True,False
20851,103981,28,False,True,False,False,True,True,False
86079,181370,13,False,True,False,False,True,False,True
10933,28410,21,False,True,False,True,False,True,False
66905,98056,4,True,False,False,False,True,False,True
36890,48025,28,True,False,False,False,True,False,True
19060,145744,9,False,True,False,True,False,False,True
61906,162777,17,False,True,False,False,True,False,True
31088,58225,27,False,True,True,False,False,False,True
70365,28661,0,False,True,False,False,True,False,True
56536,117260,4,False,True,True,False,False,True,False
16992,173091,14,True,False,False,True,False,True,False
14300,131906,20,True,False,False,True,False,False,True
51914,52227,16,False,True,False,False,True,False,True
12083,138108,28,False,True,False,True,False,True,False
71376,141502,3,False,True,False,False,True,True,False
99307,186239,25,False,True,False,False,True,False,True
35200,125993,13,False,True,False,False,True,False,True
70812,57194,8,False,True,False,True,False,False,True
62067,112659,14,False,True,True,False,False,True,False
62365,107069,13,False,True,False,False,True,True,False
80618,140159,16,True,False,True,False,False,True,False
52891,28576,22,True,False,True,False,False,True,False
31409,85128,22,True,False,True,False,False,True,False
81790,179220,19,False,True,True,False,False,False,True
57794,38091,19,True,False,False,True,False,True,False
20604,26814,9,False,True,True,False,False,True,False
83459,115168,30,False,True,True,False,False,True,False
43051,134135,14,False,True,False,False,True,True,False
68911,168248,27,False,True,True,False,False,True,False
38374,192297,17,False,True,False,True,False,False,True
86784,55717,25,True,False,False,True,False,False,True
42488,125883,0,False,True,False,False,True,False,True
35922,77719,28,True,False,False,False,True,True,False
46610,182921,17,False,True,False,False,True,False,True
28764,100696,9,True,False,False,True,False,False,True
75170,35780,10,True,False,False,True,False,True,False
24370,81593,14,True,False,False,True,False,False,True
84083,153147,2,False,True,False,False,True,True,False
11784,150349,2,False,True,False,True,False,True,False
10003,63701,19,True,False,False,True,False,False,True
98970,102498,14,True,False,False,False,True,True,False
77735,87541,9,True,False,True,False,False,True,False
46070,193193,3,False,True,False,True,False,True,False
27143,128996,3,True,False,False,True,False,False,True
56974,72968,9,False,True,False,False,True,False,True
99109,76145,26,True,False,True,False,False,True,False
32603,139146,30,True,False,False,False,True,False,True
24215,31377,18,False,True,False,False,True,False,True
33092,84368,2,True,False,True,False,False,False,True
71297,181549,10,True,False,True,False,False,False,True
68268,154647,27,False,True,False,False,True,True,False
33810,183221,24,True,False,False,False,True,True,False
49995,38139,25,False,True,False,False,True,True,False
11865,108245,1,False,True,True,False,False,True,False
28904,105374,17,True,False,False,False,True,False,True
39144,35376,0,False,True,False,False,True,False,True
31591,156973,16,True,False,False,True,False,True,False
30167,173228,7,False,True,False,False,True,True,False
72382,40855,28,True,False,False,False,True,False,True
79869,77256,29,False,True,False,False,True,True,False
70526,193263,26,True,False,True,False,False,True,False
38143,170030,8,False,True,False,True,False,True,False
70298,168568,14,False,True,False,True,False,True,False
54747,31611,17,False,True,False,True,False,False,True
92997,74119,28,True,False,True,False,False,False,True
24347,197841,7,True,False,False,True,False,True,False
57445,92333,28,False,True,False,False,True,True,False
70645,68788,7,True,False,False,False,True,False,True
69540,120415,21,True,False,True,False,False,True,False
70712,69386,21,False,True,False,True,False,False,True
32900,118899,5,True,False,False,False,True,True,False
14326,101996,4,True,False,False,True,False,False,True
43865,173276,17,False,True,False,True,False,False,True
29046,183946,11,True,False,False,False,True,True,False
95088,98378,3,True,False,False,False,True,False,True
38586,125450,13,False,True,False,True,False,False,True
30468,130680,5,True,False,False,True,False,True,False
42254,183682,20,True,False,False,False,True,True,False
32467,126488,1,True,False,False,False,True,False,True
68404,58942,20,False,True,True,False,False,True,False
58451,112584,25,False,True,False,True,False,True,False
86208,55591,0,False,True,False,True,False,False,True
62426,44251,17,True,False,False,False,True,False,True
63710,117364,11,True,False,True,False,False,True,False
25062,114823,11,True,False,False,True,False,True,False
56438,74136,12,False,True,False,False,True,False,True
17783,33184,1,True,False,True,False,False,True,False
92426,167403,7,True,False,False,False,True,False,True
64667,59590,29,False,True,False,True,False,True,False
32483,129276,22,False,True,True,False,False,True,False
15673,188383,22,True,False,True,False,False,False,True
77511,63420,10,True,False,False,False,True,True,False
76182,113724,6,False,True,True,False,False,True,False
89831,77102,1,False,True,False,False,True,False,True
12072,174196,21,False,True,False,True,False,False,True
81231,196816,14,True,False,False,False,True,True,False
48169,193003,30,False,True,False,True,False,False,True
31699,62475,26,False,True,False,False,True,False,True
15710,76406,1,False,True,False,False,True,False,True
31645,43899,21,True,False,True,False,False,False,True
98933,74074,2,False,True,False,False,True,True,False
52912,40089,10,False,True,False,True,False,True,False
68756,167600,26,False,True,True,False,False,True,False
41087,36924,15,True,False,False,True,False,True,False
46798,119904,21,True,False,False,False,True,False,True
34475,197916,7,False,True,False,False,True,True,False
98334,74052,30,True,False,False,True,False,True,False
10900,39797,11,False,True,False,True,False,True,False
61445,97109,27,False,True,True,False,False,True,False
78796,189061,13,False,True,True,False,False,False,True
62141,106757,23,False,True,True,False,False,False,True
90945,161265,29,True,False,False,False,True,False,True
88918,185099,12,False,True,True,False,False,True,False
62873,31819,25,True,False,True,False,False,True,False
70949,183445,30,False,True,False,True,False,True,False
31521,123761,20,False,True,False,False,True,False,True
59615,189435,22,False,True,True,False,False,False,True
52111,50013,19,True,False,False,True,False,True,False
34598,31641,18,False,True,False,False,True,True,False
61124,124848,2,False,True,False,False,True,True,False
59689,85255,4,True,False,False,False,True,True,False
23075,176278,19,False,True,True,False,False,True,False
48192,70323,25,True,False,False,True,False,True,False
77367,116745,23,False,True,False,True,False,True,False
82625,121324,14,True,False,True,False,False,False,True
51802,153308,24,False,True,True,False,False,False,True
78922,78897,11,False,True,False,False,True,False,True
38670,84215,6,True,False,False,False,True,False,True
48392,160932,24,True,False,True,False,False,False,True
47425,165175,13,False,True,False,True,False,True,False
73906,171288,15,False,True,False,False,True,True,False
94013,25779,16,True,False,False,False,True,False,True
27698,165001,19,False,True,True,False,False,False,True
26793,162777,7,False,True,False,True,False,True,False
67033,93414,12,True,False,True,False,False,False,True
20109,39360,10,True,False,False,False,True,True,False
95185,43176,29,True,False,False,True,False,True,False
27684,60999,15,False,True,False,True,False,False,True
98240,84132,1,False,True,True,False,False,True,False
18032,44775,13,False,True,False,False,True,False,True
46470,118274,13,True,False,False,False,True,False,True
33301,140998,15,False,True,False,True,False,True,False
62800,73146,5,True,False,False,True,False,True,False
27520,73490,7,False,True,False,True,False,True,False
26094,111264,23,False,True,True,False,False,True,False
13571,110940,10,False,True,False,False,True,True,False
36239,54437,21,False,True,False,True,False,False,True
77082,83900,8,True,False,False,True,False,False,True
71572,31097,7,False,True,False,True,False,False,True
30495,161143,17,False,True,True,False,False,True,False
49771,192313,5,True,False,False,True,False,False,True
32905,118798,6,False,True,True,False,False,True,False
21337,134635,30,True,False,False,False,True,False,True
16082,80991,0,True,False,False,True,False,False,True
43883,42269,2,False,True,False,False,True,True,False
15491,72255,30,False,True,True,False,False,False,True
48081,89949,25,True,False,False,True,False,True,False
36317,114922,12,False,True,False,True,False,True,False
15627,72115,16,True,False,True,False,False,False,True
51028,141622,29,False,True,False,True,False,True,False
14422,176891,27,False,True,False,True,False,False,True
45525,56488,17,False,True,False,False,True,True,False
23480,46480,27,True,False,False,True,False,True,False
19184,84034,28,True,False,False,True,False,True,False
80239,96432,24,False,True,False,False,True,False,True
33215,157299,11,False,True,False,False,True,True,False
65203,107937,5,False,True,False,False,True,False,True
65190,62671,20,False,True,True,False,False,True,False
16320,75552,17,False,True,True,False,False,False,True
21696,52584,7,False,True,False,False,True,False,True
56129,62943,17,False,True,False,True,False,True,False
74971,134321,10,True,False,True,False,False,False,True
33356,131469,30,False,True,False,True,False,True,False
29607,95404,24,False,True,False,True,False,False,True
95319,128428,14,False,True,True,False,False,True,False
94413,89122,28,True,False,False,True,False,True,False
78963,86119,5,True,False,True,False,False,False,True
66865,75580,5,False,True,False,False,True,True,False
40427,168473,9,False,True,False,True,False,True,False
93733,175719,21,True,False,False,True,False,False,True
63543,147614,9,False,True,True,False,False,False,True
41184,130935,2,True,False,False,True,False,True,False
96652,188067,26,True,False,True,False,False,True,False
56555,103490,30,False,True,False,False,True,True,False
36457,152471,6,False,True,True,False,False,True,False
26101,112774,13,True,False,False,False,True,True,False
36156,197699,2,False,True,False,True,False,True,False
49958,61920,4,True,False,False,False,True,True,False
68696,139269,29,False,True,True,False,False,True,False
97453,148246,5,False,True,False,True,False,False,True
68533,147346,25,False,True,False,True,False,True,False
96438,140132,27,True,False,False,False,True,True,False
50348,140642,27,True,False,False,False,True,False,True
85016,56597,9,False,True,False,False,True,False,True
73188,151636,4,False,True,True,False,False,False,True
64225,183187,5,False,True,False,False,True,False,True
64437,57324,17,False,True,False,False,True,True,False
66330,29934,1,True,False,False,True,False,True,False
26372,37776,15,False,True,True,False,False,True,False
30714,68687,30,True,False,False,True,False,False,True
84263,64990,21,True,False,True,False,False,False,True
86531,183094,5,False,True,False,False,True,True,False
93090,176330,21,False,True,False,False,True,True,False
79373,91689,14,True,False,False,True,False,False,True
17440,64070,2,True,False,False,True,False,False,True
81536,74497,21,True,False,False,False,True,True,False
62494,197421,16,False,True,False,True,False,True,False
37580,73065,20,True,False,False,True,False,True,False
60822,105376,11,False,True,True,False,False,True,False
96032,130912,27,True,False,True,False,False,False,True
91545,34334,21,False,True,True,False,False,False,True
73313,140266,28,True,False,True,False,False,True,False
54345,107688,2,True,False,False,True,False,True,False
33138,52144,6,True,False,False,False,True,True,False
33579,77059,22,False,True,True,False,False,True,False
83094,163058,1,True,False,False,False,True,True,False
90065,41152,27,True,False,True,False,False,True,False
51913,46253,19,True,False,False,True,False,True,False
81378,28446,11,False,True,False,False,True,True,False
32236,112890,11,False,True,False,False,True,False,True
97980,27300,1,True,False,True,False,False,False,True
38626,131493,21,True,False,True,False,False,True,False
64230,33982,30,True,False,False,False,True,True,False
38183,76625,2,True,False,True,False,False,True,False
89277,104183,18,False,True,True,False,False,True,False
68269,138074,20,True,False,False,True,False,True,False
58751,84473,2,True,False,True,False,False,True,False
88720,135185,13,False,True,False,False,True,True,False
99311,191983,14,True,False,True,False,False,False,True
94528,80249,19,True,False,False,True,False,False,True
72268,94199,0,False,True,False,True,False,False,True
79593,121506,27,False,True,True,False,False,True,False
94247,50373,25,False,True,True,False,False,False,True
76700,99025,10,True,False,True,False,False,True,False
12011,128266,24,False,True,False,True,False,False,True
87935,153748,30,True,False,False,False,True,False,True
98720,161215,8,False,True,False,True,False,True,False
38638,168360,25,True,False,False,False,True,False,True
37857,157217,11,True,False,False,True,False,False,True
15532,129265,14,True,False,False,True,False,False,True
22159,87188,19,False,True,False,False,True,False,True
91547,111774,4,True,False,True,False,False,False,True
98738,158057,4,True,False,True,False,False,False,True
21966,117250,20,False,True,False,True,False,False,True
14398,74697,14,True,False,False,False,True,True,False
18572,48956,8,False,True,True,False,False,True,False
77312,170407,13,True,False,False,False,True,False,True
42074,70314,24,True,False,True,False,False,True,False
82799,193775,27,False,True,False,False,True,True,False
12659,189209,9,False,True,False,False,True,True,False
19649,36956,14,False,True,False,False,True,True,False
50119,128451,12,True,False,True,False,False,True,False
18888,65708,28,True,False,False,False,True,True,False
83061,166606,5,True,False,False,True,False,False,True
39343,114597,28,False,True,False,False,True,False,True
92007,27875,11,True,False,False,True,False,True,False
78728,91936,8,False,True,True,False,False,False,True
48640,108262,10,False,True,True,False,False,False,True
92070,42620,10,True,False,False,False,True,True,False
97341,41504,26,False,True,False,False,True,True,False
97493,29602,15,True,False,False,True,False,False,True
78400,65533,23,True,False,False,True,False,False,True
52862,53788,23,True,False,False,False,True,False,True
11804,36055,24,True,False,False,True,False,False,True
10455,110892,18,False,True,False,False,True,False,True
25766,125407,21,False,True,True,False,False,True,False
58199,54701,10,True,False,True,False,False,False,True
88613,163901,6,True,False,False,False,True,False,True
16690,149327,17,True,False,True,False,False,True,False
71164,40460,3,True,False,True,False,False,False,True
48825,143349,16,True,False,False,True,False,False,True
29236,116282,21,True,False,True,False,False,True,False
59689,186013,16,True,False,False,True,False,True,False
48940,106946,20,False,True,True,False,False,False,True
64320,38814,18,False,True,True,False,False,False,True
84845,65487,13,False,True,False,False,True,False,True
52663,148686,26,False,True,False,True,False,True,False
17957,192410,21,True,False,False,False,True,False,True
69018,151963,11,True,False,False,True,False,False,True
58496,147367,16,False,True,False,False,True,False,True
99128,80729,0,False,True,True,False,False,True,False
35868,36081,12,True,False,False,False,True,False,True
79478,183057,7,True,False,False,False,True,False,True
57402,158849,29,False,True,True,False,False,True,False
73795,65242,6,True,False,True,False,False,True,False
58403,68995,21,False,True,False,True,False,True,False
85972,72252,26,True,False,True,False,False,False,True
62998,120012,13,False,True,False,False,True,True,False
32786,125771,12,True,False,False,False,True,True,False
17962,100961,10,True,False,False,False,True,True,False
59440,114646,28,False,True,False,True,False,False,True
94772,52766,23,True,False,False,False,True,True,False
80083,57230,29,False,True,False,False,True,False,True
81026,83402,13,False,True,False,False,True,False,True
86883,76718,10,False,True,False,False,True,False,True
39444,148821,6,False,True,False,True,False,True,False
35886,120996,24,True,False,False,True,False,True,False
24541,82029,10,True,False,True,False,False,True,False
54502,98123,18,False,True,False,False,True,False,True
17183,103226,29,True,False,False,True,False,True,False
39562,197045,13,True,False,False,False,True,False,True
70157,59156,24,True,False,False,True,False,True,False
72151,59382,5,False,True,True,False,False,False,True
65170,100331,3,True,False,False,False,True,True,False
67936,164924,24,False,True,False,False,True,False,True
93339,48744,2,False,True,False,False,True,False,True
57365,158780,11,False,True,False,False,True,False,True
56628,55842,4,True,False,True,False,False,False,True
83814,53240,1,True,False,False,True,False,False,True
75324,81550,17,False,True,False,True,False,False,True
46939,198571,19,True,False,True,False,False,False,True
71428,74910,15,True,False,True,False,False,False,True
23884,111105,8,True,False,False,False,True,False,True
95145,101272,24,False,True,False,False,True,False,True
46002,195357,19,True,False,False,False,True,True,False
20309,65531,27,True,False,False,True,False,False,True
72115,75436,14,False,True,False,True,False,False,True
42769,153233,5,True,False,False,True,False,False,True
91870,137948,22,False,True,False,False,True,False,True
55308,140400,10,True,False,True,False,False,True,False
60789,31380,6,True,False,True,False,False,True,False
51363,87868,13,True,False,True,False,False,True,False
99239,76337,18,False,True,False,False,True,False,True
19272,195078,26,True,False,False,False,True,True,False
44411,112591,26,False,True,False,False,True,False,True
60915,162102,25,False,True,False,False,True,False,True
98433,142426,8,True,False,True,False,False,False,True
81867,51104,15,True,False,True,False,False,True,False
43980,103343,10,True,False,True,False,False,True,False
50286,42198,12,True,False,True,False,False,True,False
29385,164391,27,False,True,False,True,False,True,False
47565,75307,23,False,True,False,False,True,True,False
26494,82565,12,True,False,True,False,False,True,False
59243,180274,27,True,False,False,True,False,True,False
91488,172612,10,True,False,False,True,False,True,False
33116,83388,14,True,False,True,False,False,True,False
93364,194421,17,False,True,True,False,False,False,True
70743,124440,14,False,True,False,True,False,False,True
34007,98662,16,False,True,True,False,False,True,False
26128,54113,19,True,False,True,False,False,False,True
33748,91567,13,False,True,False,True,False,False,True
38896,189851,3,True,False,False,True,False,True,False
40674,157025,14,True,False,False,False,True,True,False
97111,100651,6,False,True,False,False,True,True,False
54850,119976,12,True,False,False,True,False,True,False
32948,57390,8,False,True,True,False,False,True,False
12682,110308,22,False,True,False,False,True,True,False
12453,191874,30,False,True,True,False,False,False,True
34655,199778,27,False,True,False,True,False,True,False
59351,130816,13,True,False,False,False,True,True,False
29916,133877,21,True,False,False,False,True,False,True
36532,109079,8,False,True,True,False,False,True,False
94583,59091,6,True,False,False,True,False,True,False
92819,42690,25,False,True,False,False,True,False,True
76535,154393,9,False,True,True,False,False,False,True
91220,74058,11,True,False,False,True,False,False,True
71238,68160,2,True,False,False,True,False,False,True
32356,123082,0,False,True,False,True,False,False,True
89094,109191,5,True,False,False,False,True,False,True
91462,26884,13,True,False,False,False,True,False,True
75585,147788,27,True,False,True,False,False,True,False
31629,53848,10,True,False,False,False,True,True,False
42063,34242,12,True,False,False,False,True,True,False
12810,157421,10,False,True,False,True,False,True,False
85570,191139,12,True,False,True,False,False,False,True
72026,180424,26,False,True,True,False,False,True,False
90444,182562,24,True,False,True,False,False,True,False
50403,36861,29,True,False,False,True,False,False,True
78867,100064,12,False,True,True,False,False,True,False
95920,116495,6,False,True,False,True,False,False,True
41545,30098,11,False,True,False,True,False,False,True
63912,31064,28,True,False,True,False,False,True,False
92498,33460,28,True,False,False,True,False,True,False
16316,129912,30,False,True,False,False,True,True,False
68617,150036,22,True,False,False,False,True,False,True
59860,38074,12,False,True,False,False,True,False,True
55981,161629,29,True,False,False,False,True,False,True
34833,95421,7,True,False,False,False,True,False,True
39818,148068,13,False,True,False,True,False,True,False
59227,116161,20,False,True,False,True,False,True,False
44809,28768,29,False,True,True,False,False,False,True
10735,95975,13,True,False,True,False,False,False,True
50242,79653,15,False,True,False,True,False,False,True
56166,52940,5,False,True,False,True,False,False,True
42483,185339,6,True,False,True,False,False,True,False
70572,125112,7,False,True,False,False,True,False,True
31721,123335,1,False,True,True,False,False,False,True
31085,57473,10,False,True,True,False,False,False,True
84931,32907,12,False,True,False,True,False,False,True
69036,28874,19,True,False,False,True,False,True,False
42679,155684,4,True,False,True,False,False,False,True
84557,137622,2,True,False,False,False,True,False,True
54126,106230,30,False,True,False,False,True,True,False
87685,154677,26,True,False,False,False,True,False,True
85076,93242,27,False,True,False,True,False,False,True
31633,30774,10,False,True,False,True,False,True,False
43018,85195,14,True,False,False,True,False,False,True
27394,132859,18,False,True,False,False,True,False,True
68152,75143,16,False,True,False,False,True,True,False
84775,131963,10,True,False,True,False,False,False,True
47364,97526,9,True,False,False,True,False,False,True
76340,39492,7,False,True,True,False,False,False,True
69967,55369,2,False,True,True,False,False,False,True
47334,154058,0,True,False,True,False,False,False,True
98592,180083,17,False,True,False,True,False,True,False
96519,158137,16,True,False,True,False,False,True,False
