Taxable.Income,City.Population,Work.Experience,Undergrad_NO,Undergrad_YES,Marital.Status_Divorced,Marital.Status_Married,Marital.Status_Single,Urban_NO,Urban_YES
1,0.818792062023345,0.9,0,1,1,0,0,1,0
1,0.9570055000316094,0.5666666666666667,0,1,0,1,0,0,1
1,0.17205846010609258,0.8333333333333334,1,0,0,1,0,0,1
1,0.5753136512278806,0.0,0,1,0,0,1,0,1
1,0.29850746268656714,0.9333333333333333,1,0,0,0,1,1,0
1,0.9031201328743269,0.5666666666666667,0,1,0,0,1,0,1
0,0.43055994574681467,0.3,1,0,0,1,0,0,1
1,0.057477341823803596,0.3333333333333333,1,0,0,1,0,1,0
0,0.32077195845953144,0.4666666666666667,1,0,0,1,0,0,1
1,0.7320042069207294,0.06666666666666667,0,1,0,0,1,1,0
0,0.7159236547336479,0.06666666666666667,0,1,0,1,0,1,0
0,0.21794378128609934,0.6333333333333333,1,0,0,1,0,0,1
1,0.44091632710532824,0.4666666666666667,1,0,0,0,1,1,0
1,0.3549560629658791,0.3,1,0,1,0,0,1,0
1,0.9621549549135341,0.1,0,1,0,1,0,1,0
0,0.5932045586468888,0.1,1,0,0,1,0,0,1
1,0.27120270806154056,0.3,0,1,0,0,1,0,1
1,0.28946143368640054,0.8666666666666667,1,0,1,0,0,1,0
1,0.651538227231191,1.0,1,0,0,0,1,0,1
0,0.03217259869309594,0.6,0,1,0,0,1,0,1
1,0.336720325978885,0.06666666666666667,1,0,1,0,0,0,1
1,0.89523503008638,0.3333333333333333,1,0,1,0,0,0,1
1,0.74062494612038,0.9,0,1,0,0,1,1,0
1,0.904844280714257,0.8,1,0,0,0,1,1,0
1,0.07103489100512073,0.8333333333333334,0,1,0,0,1,1,0
0,0.4739452525589227,0.03333333333333333,0,1,1,0,0,1,0
0,0.45744515773079153,0.5666666666666667,1,0,0,0,1,0,1
1,0.05515548939936438,0.0,0,1,0,0,1,0,1
1,0.7539928390393048,0.5333333333333333,1,0,0,1,0,1,0
1,0.8474129161661849,0.23333333333333334,0,1,0,0,1,1,0
1,0.08664417611595471,0.9333333333333333,1,0,0,0,1,0,1
1,0.29584652785360843,0.9666666666666667,0,1,0,0,1,1,0
1,0.9625572560761845,0.8666666666666667,1,0,1,0,0,1,0
1,0.8290335001925299,0.26666666666666666,0,1,0,1,0,1,0
1,0.8206311530526038,0.4666666666666667,0,1,0,1,0,1,0
1,0.03351743400824142,0.5666666666666667,0,1,0,1,0,0,1
1,0.27781768860740585,0.9333333333333333,1,0,1,0,0,0,1
0,0.988867752113518,0.23333333333333334,1,0,0,1,0,1,0
1,0.3824964511290295,0.9333333333333333,0,1,0,0,1,1,0
1,0.24717958149184768,0.23333333333333334,1,0,0,0,1,0,1
1,0.5438881832654211,0.7,1,0,1,0,0,1,0
1,0.250616382852775,0.7,0,1,0,1,0,0,1
1,0.5351754895143076,0.16666666666666666,1,0,0,0,1,1,0
0,0.43803125305317847,0.13333333333333333,1,0,0,1,0,0,1
1,0.8476887798205737,0.5666666666666667,0,1,0,1,0,0,1
0,0.9090109713274214,0.36666666666666664,1,0,0,0,1,1,0
1,0.41723803010362126,0.1,1,0,0,0,1,0,1
1,0.5728251311789149,0.43333333333333335,0,1,0,1,0,0,1
1,0.6028827751883632,0.16666666666666666,1,0,0,1,0,1,0
1,0.9074937212282829,0.6666666666666666,1,0,0,0,1,1,0
1,0.5787906827050731,0.03333333333333333,1,0,0,0,1,0,1
1,0.1905930493853413,0.6666666666666666,0,1,1,0,0,1,0
1,0.4988821774837786,0.8333333333333334,0,1,0,1,0,1,0
1,0.1713343180133219,0.0,0,1,0,1,0,0,1
1,0.10616152966396361,0.5666666666666667,1,0,0,0,1,0,1
1,0.5263535997333318,0.36666666666666664,1,0,1,0,0,1,0
0,0.5117500675291238,0.36666666666666664,1,0,0,1,0,1,0
1,0.27791539031833523,0.4,0,1,0,0,1,0,1
0,0.04255771584894166,0.03333333333333333,1,0,1,0,0,1,0
1,0.8139357122742085,0.23333333333333334,1,0,0,0,1,0,1
1,0.19431720871959038,0.9666666666666667,0,1,0,1,0,1,0
1,0.5948137632974903,0.7333333333333333,0,1,1,0,0,1,0
0,0.9345111178799878,0.7333333333333333,1,0,1,0,0,0,1
1,0.21632882947603146,0.3333333333333333,1,0,0,0,1,1,0
1,0.5054339392755131,0.2,0,1,1,0,0,1,0
1,0.2949614652957776,0.03333333333333333,0,1,0,0,1,0,1
0,0.8529761665296928,0.7,0,1,0,1,0,0,1
1,0.9829769136604233,0.4666666666666667,1,0,0,0,1,1,0
1,0.9610629946149115,1.0,0,1,0,1,0,0,1
1,0.21089776378025163,0.8666666666666667,0,1,0,0,1,0,1
0,0.2909614423071397,0.03333333333333333,0,1,0,0,1,0,1
1,0.1041385295317789,0.7,1,0,1,0,0,0,1
1,0.27755906643141626,0.06666666666666667,0,1,0,0,1,1,0
1,0.08224185196466646,0.3333333333333333,0,1,0,1,0,1,0
1,0.8150679026890959,0.8666666666666667,0,1,1,0,0,1,0
1,0.06405209225340378,0.5,1,0,0,1,0,1,0
1,0.5409513847780735,0.7,1,0,0,0,1,0,1
1,0.9892987890735004,0.23333333333333334,0,1,0,0,1,1,0
1,0.2774326289231548,1.0,1,0,0,1,0,1,0
0,0.08056368140046782,0.36666666666666664,0,1,0,1,0,1,0
1,0.4099448847407169,0.9,0,1,1,0,0,1,0
1,0.9384076919982299,0.43333333333333335,0,1,1,0,0,0,1
1,0.46539347927286934,0.7666666666666666,0,1,1,0,0,0,1
1,0.7786596474692383,0.9666666666666667,1,0,0,0,1,0,1
1,0.9156374461922195,0.4,0,1,1,0,0,1,0
1,0.034712843177259645,0.8333333333333334,1,0,1,0,0,1,0
1,0.9061316444347381,1.0,0,1,0,1,0,1,0
1,0.5631181788401083,0.6666666666666666,0,1,0,0,1,0,1
1,0.9405571296386762,0.7333333333333333,0,1,1,0,0,0,1
1,0.13927666250955464,0.6333333333333333,1,0,0,1,0,1,0
1,0.03368984879223444,0.6,0,1,0,0,1,1,0
1,0.5693653411801217,0.06666666666666667,0,1,0,0,1,1,0
1,0.3418180564256117,0.13333333333333333,1,0,0,0,1,1,0
0,0.8649417525388078,0.6333333333333333,0,1,1,0,0,1,0
1,0.25600147127282347,0.8333333333333334,1,0,0,1,0,1,0
1,0.5227961080236093,0.7666666666666666,0,1,0,1,0,1,0
1,0.5491123512204094,0.4666666666666667,1,0,1,0,0,0,1
1,0.7329294995948252,0.8,0,1,1,0,0,0,1
1,0.3052776165380261,0.36666666666666664,0,1,0,0,1,0,1
1,0.3358410105805206,0.2,1,0,0,0,1,0,1
1,0.7767458433669159,0.8,1,0,1,0,0,0,1
1,0.8011310409829941,0.43333333333333335,0,1,0,1,0,1,0
1,0.8362634268013035,0.5,0,1,0,0,1,1,0
1,0.0,0.5333333333333333,1,0,0,0,1,0,1
0,0.8001310352358347,0.6333333333333333,0,1,1,0,0,0,1
0,0.7873493525824862,0.23333333333333334,0,1,0,1,0,1,0
1,0.3887091305122443,0.4,1,0,1,0,0,0,1
0,0.07805217271363629,0.3333333333333333,1,0,0,0,1,1,0
1,0.09998333323754735,0.9666666666666667,1,0,0,1,0,1,0
0,0.20241495640779547,0.5,0,1,0,1,0,0,1
1,0.3353639963448066,0.03333333333333333,0,1,1,0,0,1,0
0,0.10917304122437485,0.43333333333333335,0,1,0,0,1,0,1
1,0.5315835148477865,0.43333333333333335,1,0,0,0,1,0,1
1,0.6621819665630262,0.5,0,1,0,1,0,1,0
1,0.27222570244656585,0.16666666666666666,1,0,0,1,0,1,0
0,0.27420272530301903,0.23333333333333334,0,1,0,1,0,1,0
0,0.4912959269880861,0.7666666666666666,0,1,1,0,0,1,0
0,0.4894338473209616,0.3333333333333333,0,1,0,0,1,1,0
1,0.1647020959890574,0.7,0,1,0,1,0,0,1
1,0.334030655348594,0.26666666666666666,1,0,0,1,0,0,1
1,0.0305633940424945,0.23333333333333334,0,1,0,1,0,0,1
1,0.7779584940143335,0.5666666666666667,0,1,1,0,0,1,0
1,0.9570974545830723,0.16666666666666666,1,0,0,1,0,0,1
1,0.5345950264081978,0.2,0,1,1,0,0,1,0
0,0.6256127908781085,1.0,1,0,0,0,1,0,1
0,0.3173121684607383,0.0,1,0,0,1,0,0,1
1,0.09477065960149197,0.06666666666666667,0,1,0,0,1,1,0
0,0.2671049833619734,1.0,0,1,1,0,0,0,1
1,0.3687952229610515,0.8333333333333334,1,0,0,1,0,1,0
1,0.5123190363163007,0.4,0,1,0,1,0,1,0
0,0.26630038103667264,0.5333333333333333,1,0,1,0,0,0,1
1,0.6657681940700809,0.9666666666666667,0,1,0,1,0,1,0
0,0.8684647612917317,0.9,0,1,0,1,0,0,1
1,0.176489520054713,0.5666666666666667,0,1,0,0,1,1,0
0,0.11897194811464437,0.9,1,0,0,1,0,1,0
0,0.33480077471709613,0.9333333333333333,1,0,0,1,0,1,0
1,0.40605405778194126,0.8,0,1,0,0,1,0,1
1,0.7558664130253623,0.36666666666666664,0,1,0,0,1,1,0
1,0.4721751274432612,0.16666666666666666,0,1,0,0,1,0,1
1,0.21202420703567262,0.6666666666666666,0,1,1,0,0,1,0
0,0.28605336812280535,0.5666666666666667,0,1,1,0,0,0,1
0,0.15405260949775576,0.23333333333333334,0,1,0,0,1,0,1
1,0.2135874344105426,0.5666666666666667,0,1,0,1,0,1,0
1,0.6238081828056483,0.3333333333333333,1,0,1,0,0,0,1
1,0.6074172840073794,1.0,0,1,0,1,0,1,0
0,0.40014597785044737,0.8,0,1,0,1,0,0,1
1,0.5899401720699544,0.4666666666666667,0,1,1,0,0,1,0
1,0.3640423220823108,0.9333333333333333,1,0,0,1,0,1,0
1,0.34678360220461035,0.16666666666666666,1,0,1,0,0,0,1
1,0.28621428858786546,0.16666666666666666,0,1,0,0,1,1,0
1,0.8200851729032925,0.3,0,1,0,1,0,1,0
1,0.8617290903970712,0.7,1,0,0,1,0,0,1
1,0.7002051735929518,0.3,0,1,1,0,0,0,1
1,0.6043483008523037,0.06666666666666667,1,0,0,1,0,1,0
1,0.9326950154885948,0.8666666666666667,1,0,1,0,0,1,0
1,0.4466175092960304,1.0,0,1,0,0,1,1,0
1,0.7281191271214202,0.2,0,1,1,0,0,1,0
0,0.4999741377824011,0.43333333333333335,1,0,0,0,1,1,0
1,0.9880516554692843,0.06666666666666667,0,1,0,1,0,1,0
1,0.2077080902763809,0.13333333333333333,1,0,0,0,1,1,0
1,0.6522451278455623,0.9666666666666667,0,1,1,0,0,1,0
1,0.7038373783757378,0.16666666666666666,0,1,0,1,0,0,1
1,0.6986649348559475,0.8333333333333334,0,1,0,1,0,1,0
1,0.6572049264650947,0.9,1,0,0,0,1,1,0
1,0.6601359777929758,0.9,1,0,0,0,1,0,1
1,0.17711596043655423,0.3,0,1,0,0,1,0,1
1,0.7233202489669481,0.13333333333333333,0,1,1,0,0,0,1
1,0.9046488772923983,0.16666666666666666,0,1,0,0,1,0,1
1,0.18129414536865154,0.5666666666666667,0,1,0,0,1,1,0
1,0.023879447583032093,0.03333333333333333,1,0,0,1,0,1,0
0,0.06894867211880529,0.5,0,1,1,0,0,1,0
1,0.24659911838573786,1.0,1,0,0,1,0,0,1
1,0.2253518698383324,0.7,1,0,1,0,0,0,1
1,0.9041143914620199,0.16666666666666666,0,1,0,0,1,1,0
1,0.8652406048310622,0.7,0,1,0,0,1,1,0
1,0.3787952804326462,0.4666666666666667,1,0,0,1,0,0,1
0,0.22006448312921342,0.06666666666666667,1,0,0,1,0,0,1
1,0.2799901148857178,0.7,1,0,0,0,1,1,0
1,0.9864539451376159,0.5333333333333333,0,1,0,1,0,1,0
1,0.2717601825297846,0.6666666666666666,1,0,0,1,0,1,0
1,0.4574566520497244,0.36666666666666664,0,1,1,0,0,1,0
1,0.6042161161845758,0.9,1,0,1,0,0,0,1
1,0.04916694923534043,0.7,0,1,1,0,0,0,1
1,0.6579750458335968,0.9333333333333333,1,0,1,0,0,1,0
1,0.4707440847361192,0.06666666666666667,1,0,0,1,0,1,0
1,0.1515238593325249,0.2,1,0,0,0,1,1,0
1,0.2947143374387209,0.7333333333333333,0,1,1,0,0,1,0
1,0.788964304392554,0.03333333333333333,1,0,0,0,1,1,0
1,0.08835108247748552,0.9,1,0,1,0,0,1,0
1,0.11766734291576389,0.6333333333333333,1,0,0,1,0,1,0
1,0.015327674296978733,0.36666666666666664,0,1,0,0,1,1,0
1,0.5006408082805074,0.36666666666666664,0,1,0,0,1,0,1
1,0.008741429548445673,0.03333333333333333,1,0,1,0,0,0,1
1,0.6075552158345737,0.7,1,0,1,0,0,1,0
1,0.04714394910315578,1.0,1,0,0,0,1,1,0
1,0.29222007023028873,0.06666666666666667,1,0,1,0,0,1,0
1,0.45060029080626895,0.6,0,1,1,0,0,1,0
1,0.6453772722831741,0.6666666666666666,1,0,0,1,0,1,0
1,0.3373237777228605,0.06666666666666667,1,0,1,0,0,1,0
1,0.6287737285846471,0.43333333333333335,0,1,0,0,1,1,0
1,0.9552008919591491,0.4666666666666667,1,0,1,0,0,0,1
1,0.3130477761366445,0.6333333333333333,1,0,0,1,0,0,1
1,0.39322065069339485,0.0,0,1,0,1,0,0,1
1,0.5501583342433003,0.9,0,1,1,0,0,1,0
1,0.14134563991747082,0.8333333333333334,0,1,1,0,0,0,1
1,0.4209564422784039,0.3333333333333333,1,0,1,0,0,1,0
